serial,machine,domain,title,verdict,validator_url,paper_url,doi
BR-L2-A34,breeder,dft,Low-activation ductile breeder-blanket alloy - DFT (Al-Ti-Zr-Cr),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/BR-L2-A34.html,https://www.kronosfusionenergy.com/publications/ml-potential-materials-discovery-pipeline.html,https://doi.org/10.5281/zenodo.22132229
BR-L2-A35,breeder,materials,Refractory HEA family screen - ML + DFT (M1),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/BR-L2-A35.html,https://www.kronosfusionenergy.com/publications/low-activation-alloys.html,https://doi.org/10.5281/zenodo.22132119
BR-L2-A36,breeder,materials,Radiation-tolerant REBCO tape / conductor design (M4),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/BR-L2-A36.html,https://www.kronosfusionenergy.com/publications/low-activation-alloys.html,https://doi.org/10.5281/zenodo.22132119
BR-L2-A37,breeder,dft,Expanded low-activation PFC alloy family (Re-free / Cu-Mo-free),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/BR-L2-A37.html,https://www.kronosfusionenergy.com/publications/ml-potential-materials-discovery-pipeline.html,https://doi.org/10.5281/zenodo.22132229
KX-L1-A20,shared,twin,Fused strain + magnetization quench-precursor detector,reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/KX-L1-A20.html,https://www.kronosfusionenergy.com/publications/ai-quantum-control.html,https://doi.org/10.5281/zenodo.22132484
SC-BR-4,breeder,structural,Per-turn engineered pre-compression winding - NI REBCO Lorentz-strain flattening,reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/SC-BR-4.html,https://www.kronosfusionenergy.com/publications/magnets.html,https://doi.org/10.5281/zenodo.22132475
BR-OUT-4,breeder,fuelcycle,Indigenous closed fuel loop (D-T breeder -> He-3 -> D-3He burner),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/BR-OUT-4.html,https://www.kronosfusionenergy.com/publications/tritium-fuel-cycle-and-breeding-ladder.html,https://doi.org/10.5281/zenodo.22132123
BU-L1-A11,burner,design,Strategic-isotope-foundry configuration (method),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/BU-L1-A11.html,https://www.kronosfusionenergy.com/publications/integrated-platform-overview.html,https://doi.org/10.5281/zenodo.22132156
KX-L1-A21,shared,control,Coupled operating-current-window controller (centrepost-life <-> tritium-startup),revised,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/KX-L1-A21.html,https://www.kronosfusionenergy.com/publications/ai-quantum-control.html,https://doi.org/10.5281/zenodo.22132484
SC-BR-5,breeder,supply-chain,Li-6 supply routes ledger (stockpile/allied/enrichment builds vs Q2-2027),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/SC-BR-5.html,https://www.kronosfusionenergy.com/publications/supply-chain-and-fleet-buildability.html,https://doi.org/10.5281/zenodo.22132221
KX-L1-A3-BU,burner,radiation,"Radiation transport on the burner (brems + 3-model synchrotron, mirror)",reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/KX-L1-A3-BU.html,https://www.kronosfusionenergy.com/publications/synchrotron-radiation-transport.html,https://doi.org/10.5281/zenodo.22132195
KX-L1-A5-BU,burner,uq,Global UQ 40k Monte-Carlo on the burner (ne/x_he3/Ti/beta_c/B_m),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/KX-L1-A5-BU.html,https://www.kronosfusionenergy.com/publications/nuclear-data-uq-for-the-tbr.html,https://doi.org/10.5281/zenodo.22132200
KX-L1-A13-BU,burner,control,CBF safety clamp on the burner (beta_c / plug envelope),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/KX-L1-A13-BU.html,https://www.kronosfusionenergy.com/publications/ai-quantum-control.html,https://doi.org/10.5281/zenodo.22132484
KX-L1-A14-BU,burner,uq,Bayesian optimization UQ & calibration on the burner,reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/KX-L1-A14-BU.html,https://www.kronosfusionenergy.com/publications/nuclear-data-uq-for-the-tbr.html,https://doi.org/10.5281/zenodo.22132200
KX-L1-A15-BU,burner,twin,Plug-coil digital twin + quench margin (>=30 T program coil),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/KX-L1-A15-BU.html,https://www.kronosfusionenergy.com/publications/ai-quantum-control.html,https://doi.org/10.5281/zenodo.22132484
KX-L1-A18-BU,burner,sensing,Quantum-sensing spec for the burner plug field,reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/KX-L1-A18-BU.html,https://www.kronosfusionenergy.com/publications/quench-detection-and-nv-sensing.html,https://doi.org/10.5281/zenodo.22132131
KX-L1-A20-BU,burner,twin,Fused quench-precursor detector - plug-coil signals,reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/KX-L1-A20-BU.html,https://www.kronosfusionenergy.com/publications/ai-quantum-control.html,https://doi.org/10.5281/zenodo.22132484
KX-L1-A21-BU,burner,control,Operating-window controller - burner (n_plug/n_c x B_m vs coil life),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/KX-L1-A21-BU.html,https://www.kronosfusionenergy.com/publications/ai-quantum-control.html,https://doi.org/10.5281/zenodo.22132484
ENV-A1-BU,burner,environment,Zero-carbon operation + lifecycle (burner),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/ENV-A1-BU.html,https://www.kronosfusionenergy.com/publications/inherent-safety-and-environmental-case.html,https://doi.org/10.5281/zenodo.22132133
ENV-A2-BU,burner,environment,Activation & waste - aneutronic edge (burner f_n 5.44%),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/ENV-A2-BU.html,https://www.kronosfusionenergy.com/publications/inherent-safety-and-environmental-case.html,https://doi.org/10.5281/zenodo.22132133
ENV-A3-BU,burner,environment,Inherent safety walk-away (burner),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/ENV-A3-BU.html,https://www.kronosfusionenergy.com/publications/inherent-safety-and-environmental-case.html,https://doi.org/10.5281/zenodo.22132133
ENV-A4-BU,burner,environment,Fuel abundance + resource footprint (burner D-He3),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/ENV-A4-BU.html,https://www.kronosfusionenergy.com/publications/inherent-safety-and-environmental-case.html,https://doi.org/10.5281/zenodo.22132133
AG-L1-A3,burner,aegis,Mission availability & RAMI - defense duty profile (sortie-class demand),revised,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/AG-L1-A3.html,https://www.kronosfusionenergy.com/publications/generator.html,https://doi.org/10.5281/zenodo.22132474
AG-L1-A5,burner,aegis,Site hardening - EMP / physical-security / attack-surface class,revised,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/AG-L1-A5.html,https://www.kronosfusionenergy.com/publications/generator.html,https://doi.org/10.5281/zenodo.22132474
AG-L1-A6,burner,aegis,He-3 fuel logistics to fixed defense installations (supply/storage/security),revised,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/AG-L1-A6.html,https://www.kronosfusionenergy.com/publications/generator.html,https://doi.org/10.5281/zenodo.22132474
AG-L1-A7,burner,aegis,DoD acquisition-pathway fit (OTA / pilot precedent / DEC pitch alignment),revised,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/AG-L1-A7.html,https://www.kronosfusionenergy.com/publications/generator.html,https://doi.org/10.5281/zenodo.22132474
AG-L1-A8,burner,aegis,Grid-independence endurance - fuel-on-site days & islanded-ops depth,reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/AG-L1-A8.html,https://www.kronosfusionenergy.com/publications/generator.html,https://doi.org/10.5281/zenodo.22132474
MV-L1-A4,burner,metrovolt,Uptime / SLA analysis - 4-nines vs plasma transients + N+1 fleet redundancy,revised,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/MV-L1-A4.html,https://www.kronosfusionenergy.com/publications/metrovolt-hvdc-native-power-interface.html,https://doi.org/10.5281/zenodo.22132211
MV-L1-A6,burner,metrovolt,Grid interconnect vs behind-the-meter topology (DEC direct-DC advantage),revised,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/MV-L1-A6.html,https://www.kronosfusionenergy.com/publications/metrovolt-hvdc-native-power-interface.html,https://doi.org/10.5281/zenodo.22132211
MV-L1-A7,burner,metrovolt,Power-density & campus siting fit (MW/acre vs hyperscale build norms),revised,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/MV-L1-A7.html,https://www.kronosfusionenergy.com/publications/metrovolt-hvdc-native-power-interface.html,https://doi.org/10.5281/zenodo.22132211
MV-L1-A8,burner,metrovolt,Waste-heat -> cooling/PUE integration engineering,reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/MV-L1-A8.html,https://www.kronosfusionenergy.com/publications/metrovolt-hvdc-native-power-interface.html,https://doi.org/10.5281/zenodo.22132211
BR-L2-A5,breeder,turbulence,Nonlinear EM (finite-beta) apex,reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/BR-L2-A5.html,https://www.kronosfusionenergy.com/publications/negative-triangularity-confinement.html,https://doi.org/10.5281/zenodo.22132098
REG-P13,breeder,turbulence,"GPU fleet ETG electron-scale (nonlinear): NT 79-80% below PT (Q_e 23.4 vs 110.7 @ a/L_Te=3.0). NEGATIVE-TRIANGULARITY BENEFIT HOLDS AT ELECTRON SCALE. mu=400 (standard, published ETG practice); the ion scale is independently real-mass confirmed (A1c mu=3672).",reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/REG-P13.html,https://www.kronosfusionenergy.com/publications/negative-triangularity-confinement.html,https://doi.org/10.5281/zenodo.22132098
BR-L2-A7b,breeder,neutronics,Neutronics/TBR companion (OpenMC),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/BR-L2-A7b.html,https://www.kronosfusionenergy.com/publications/nuclear-data-uq-for-the-tbr.html,https://doi.org/10.5281/zenodo.22132200
BR-L2-A7c,breeder,neutronics,PbLi export-TBR arbiter,revised,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/BR-L2-A7c.html,https://www.kronosfusionenergy.com/publications/nuclear-data-uq-for-the-tbr.html,https://doi.org/10.5281/zenodo.22132200
KX-L1-A22,breeder,sensing,In-loop NV-diamond quantum-sensing state estimator (in-winding REBCO quench precursor),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/KX-L1-A22.html,https://www.kronosfusionenergy.com/publications/quench-detection-and-nv-sensing.html,https://doi.org/10.5281/zenodo.22132131
BR-L2-A18b,breeder,turbulence,CGYRO/QLGYRO standalone link fix + linear smoke test,reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/BR-L2-A18b.html,https://www.kronosfusionenergy.com/publications/negative-triangularity-confinement.html,https://doi.org/10.5281/zenodo.22132098
BR-L2-A37a,breeder,dft,High-cohesion Ta-free DIVERTOR alloy - DFT (Cr2Ti4V4W6),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/BR-L2-A37a.html,https://www.kronosfusionenergy.com/publications/ml-potential-materials-discovery-pipeline.html,https://doi.org/10.5281/zenodo.22132229
BR-L2-A37b,breeder,dft,Low-activation Ta-free FIRST-WALL alloy - DFT (Cr1Ti7V4W4),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/BR-L2-A37b.html,https://www.kronosfusionenergy.com/publications/ml-potential-materials-discovery-pipeline.html,https://doi.org/10.5281/zenodo.22132229
BR-L2-A37c,breeder,dft,Ta-free DEC-electrode alloy - DFT (Cr2Ti5V1W8),reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/BR-L2-A37c.html,https://www.kronosfusionenergy.com/publications/ml-potential-materials-discovery-pipeline.html,https://doi.org/10.5281/zenodo.22132229
BR-L2-A13,breeder,turbulence,Collisionality (ν*) robustness of the quiet basin,reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/BR-L2-A13.html,https://www.kronosfusionenergy.com/publications/negative-triangularity-confinement.html,https://doi.org/10.5281/zenodo.22132098
BR-L2-A18c,breeder,turbulence,"Cross-scale linear γ(kᵧ) spectrum, NT vs PT",reproduced,https://www.kronosfusionenergy.com/Physics_Validation_Simulation/gate/BR-L2-A18c.html,https://www.kronosfusionenergy.com/publications/negative-triangularity-confinement.html,https://doi.org/10.5281/zenodo.22132098
